Episode,Turn,Speaker,Text
37,7,Gretchen,"You can also reshare anybody else's facts that you would like to co-sign. We've noticed that some of our biggest growths in listenerships have been from other people pointing out interesting things that they've learned recently. We thought we'd try to do that more formally for the anniversary. Share something interesting you've learned, something you find yourself retelling to other people, and other people will realise this is where they can get more stuff like that."
37,8,Lauren,"I love every anniversary we come back and encourage people to share their lingthusiasm, because every year we have been growing. We have been reaching new ears. Maybe you are new ears since our last anniversary. Maybe you have been with us since Episode 1. We're always excited to encourage new people to discover that linguistics is fun and interesting and relevant to their everyday life."
37,9,Gretchen,We also have another new Patreon bonus episode. This one is about surnames. Listen to this and support the show on Patreon. You can also share your stories about where your surname comes from and any linguistically interesting things that happened to you because of your surname.
37,10,Lauren,"We talk about the origins of 'McCulloch' and 'Gawne' in that episode. We also have over 30 bonus episodes for you to listen to. That's almost half the number of shows. If you've listened to the whole main episode back catalogue, there's almost as many episodes again waiting for you over at the Patreon."
37,11,Gretchen,"There's your solution for 'Oh, no! I've listened to all the Lingthusiasm episodes. What do I do now?' The answer is -- go listen on Patreon. There're lots of things for you still to listen to. Thank you if you've been supporting us on Patreon already."
37,12,Lauren,You help us keep the show ad-free and ticking along. We also have exciting new Lingthusiasm merch for you.
37,13,Gretchen,"By popular demand, you can now get lingthusiastic socks!"
37,14,Lauren,I'm very excited about the socks.
37,15,Gretchen,"All three of our prints -- the International Phonetic Alphabet, the tree structure diagrams, and the esoteric Unicode symbols -- are now also available on socks, in addition to the scarves, and ties, and mugs that they were previously available on."
37,16,Lauren,We have multiple patterns. We have multiple colours. You can buy them along with all of our existing merchandise. We also have greeting cards that say 'thanks' and 'congrats' in IPA as well as some other greetings.
37,17,Gretchen,"If there're any linguists that you need to thank or congratulate as the year winds to a close, that is something you can now do. Plus, and get this -- I'm really excited about this -- we have water bottles that have the glottal symbols from the IPA on them. They are glottal bottles. I'm so pleased."
37,18,Lauren,You can get your nice glottal bottles for your water. Or it's even more satisfying if you're the kind of the person who says 'water' with a glottal stop in the middle of 'water.'
37,19,Gretchen,"Or 'bottle' with a glottal stop there too. They have the glottal stop, the glottal fricative, and the voiced glottal fricative. People won't know that's what they are until you tell them. I'm so pleased!"
37,20,Lauren,"Finally, we have new T-shirts and mugs that say, 'Linguistic correctness is just a lie by big grammar to sell you more grammars.'"
